,song_id,song_name,artist_1,artist_2,artist_3,release_date,popularity,duration_ms,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,key,valence,tempo,time_signature,mode
529516,6OY61mofLDKA76sfce1ads,Vishwaroopam,Shankar-Ehsaan-Loy,Suraj Jagan,,2012-12-07,37,263107,0,0.607,0.924,-5.74,0.0348,0.00627,0.00299,0.385,5,0.546,129.948,4,0
529590,29YePgOxuPLfU7uZKxKf6w,Sawaar Loon,Monali Thakur,,,2013-05-29,54,254700,0,0.82,0.645,-6.873,0.0433,0.497,6.89e-05,0.118,5,0.789,111.935,4,1
529597,2kRzgmBlmhvFvCEgMHltWz,Sunn Raha Hai (Female),Shreya Ghoshal,,,2013-04-06,53,314700,0,0.482,0.595,-5.336,0.0289,0.703,0.000203,0.136,9,0.482,82.066,4,0
529620,3VXh3jYTW3lTxtXRnu2TKP,Lungi Dance,Yo Yo Honey Singh,,,2013-08-06,51,275399,0,0.684,0.958,-4.793,0.264,0.314,1.94e-06,0.618,1,0.817,163.95,4,1
529656,5aNuuvbZROtlGww4rTOnqH,Yaaram,Vishal Bhardwaj,Sunidhi Chauhan,Clinton Cerejo,2013-03-29,45,293813,0,0.639,0.645,-8.088,0.0397,0.452,0.000175,0.108,4,0.336,140.025,4,0
529730,1kptwDq9gbWOdmTm6C2bCm,Jadoo Ki Jhappi,Mika Singh,Neha Kakkar,,2013-07-19,41,217000,0,0.705,0.901,-5.654,0.0931,0.0892,0.0,0.316,9,0.949,87.997,4,0
529751,2LE0WvkrIsnfPmmdhtNS2W,"Sarakku Vechirukken (From ""Shajahaan"")",Shankar Mahadevan,Radhika,,2013-03-25,41,297000,0,0.857,0.764,-11.51,0.193,0.232,0.00136,0.303,10,0.548,148.019,4,0
529770,22yJTeCvdHMX7iEjJv4OrM,Oodhaa Kalaru,D. Imman,Harihara Sudhan,,2013-07-15,42,282640,0,0.526,0.766,-5.087,0.246,0.352,0.0,0.042,7,0.808,83.611,4,1
529798,2vu0Kg9LPvWXi87eA9kkQa,"Nenjodu (From ""Kadhal Kondaen"")",Unnikrishnan,Sujatha,,2013-06-13,39,385306,0,0.42,0.429,-10.9,0.0419,0.535,3.36e-06,0.0633,6,0.3,113.277,4,1
529819,3kAbJCOQwPgx9CZZR4kljg,L Lag Gaye,Bappi Lahiri,,,2013-02-22,38,269153,0,0.566,0.673,-7.355,0.245,0.338,0.0,0.323,5,0.761,97.315,3,0
529821,3iAp87ewH7m4cDqq39dcIa,Manam Virumbuthe,Harini,,,2013-03-31,37,358139,0,0.756,0.739,-10.012,0.05,0.0882,2.87e-05,0.0977,11,0.51,94.954,4,1
529867,5ckJAMv3Ixm6orTgfkmtbf,Shubhaarambh,Amit Trivedi,Shruti Pathak,Divya Kumar,2013-07-10,38,232533,0,0.484,0.545,-6.607,0.0485,0.2,0.0,0.188,10,0.575,114.989,4,1
529869,74Z27rERKqQ5xDlaQcfKJZ,Mujh Mein Tu,M. M. Kreem,,,2013-01-10,36,199564,0,0.545,0.332,-8.36,0.0348,0.848,0.0,0.244,0,0.298,129.726,4,1
529879,65ZN4RQx84fYzeF5hlWcfN,Tu Hi Khwahish,Pritam,Sunidhi Chauhan,,2013-07-22,36,291021,0,0.707,0.862,-3.975,0.0496,0.0725,3.73e-06,0.152,11,0.606,125.023,4,1
529928,3f26GAn3yOXfoclLyN8AdD,Offo,Aditi Singh Sharma,Amitabh Bhattacharya,,2014-03-14,50,213942,0,0.799,0.609,-6.729,0.0448,0.0158,0.0,0.0642,3,0.758,130.031,4,1
529996,3dgyYMieHT1BDCnEwzQPp1,Jaamurathiri,S. P. Balasubrahmanyam,K. S. Chithra,,2014-08-01,44,301558,0,0.695,0.253,-14.695,0.208,0.753,0.00483,0.439,0,0.487,158.438,3,1
530004,5UBC8xX1rOqxGFkvy0xIXu,Pettai Rap,Suresh Peters,Shahul Hameed,Theanee Kunjaramma,2014-08-01,45,264229,0,0.89,0.568,-16.866,0.247,0.0238,1.03e-06,0.0772,6,0.812,95.008,4,0
530025,0UXswv8EK5264CWxS0tLNF,Boba Tunnel,Anupam Roy,,,2014-09-10,44,247510,0,0.598,0.537,-8.281,0.0326,0.285,0.0,0.13,9,0.397,131.955,4,1
530090,1e83DKixcGxhymeItWkyug,Tabah,Mohit Chauhan,,,2014-04-21,40,319492,0,0.595,0.865,-4.544,0.0404,0.0153,1.68e-05,0.178,9,0.331,111.998,4,0
530105,3jzMdR6oxUKSQ1WgCDHZah,Kuchh Toh Hua Hai,Ankit Tiwari,Tulsi Kumar,,2014-08-05,40,307092,0,0.404,0.664,-6.527,0.037,0.51,1.19e-06,0.114,5,0.428,79.822,4,0
530142,79Viui15hwiZsOuVQNajIQ,"Beautiful Day (Live, 1988) ( 2014 - Remaster) - Live, 1988; 2014 - Remaster",Mike & The Mechanics,,,2014-01-01,0,281733,0,0.498,0.903,-4.584,0.0481,0.517,1.67e-06,0.704,11,0.275,120.902,4,1
530369,2grbXnlKIX6BCtPVdbTp8A,Rishton Ke Saare Manzar,Arijit Singh,,,2015-04-22,43,317414,0,0.505,0.526,-11.167,0.0491,0.577,0.000994,0.117,11,0.318,153.902,4,1
530417,6zKrj4SomgfbvsfuTAuElE,Want to Want Me,Jason Derulo,,,2015-06-01,44,207719,0,0.775,0.68,-5.508,0.0629,0.00906,0.0,0.109,0,0.656,114.025,4,0
530418,0tbL51FQ8T4WcU9HOOF1Fr,"Enakke Enakkaa (From ""Jeans"")",Pallavi,,,2015-02-06,42,429116,0,0.678,0.793,-7.865,0.103,0.0653,1.5e-06,0.078,2,0.673,87.984,4,1
530473,706G1ILKX2NoHz2fZBWALH,Sunny Leone Mashup,DJ Notorious,Lijo George,Aishwarya Nigam,2015-01-01,40,196159,0,0.688,0.915,-3.56,0.0569,0.0761,1.49e-05,0.396,2,0.724,130.056,4,1
530477,2j3U8rOgJfuEU14EcABzrd,Mann Kasturi,Amit Kilam,Rahul Ram,Himanshu Joshi,2015-06-07,40,437773,0,0.271,0.444,-12.308,0.0378,0.612,2.83e-05,0.177,4,0.231,82.555,3,1
530547,06uNwpGEx0XElATDWFwsxZ,Main Woh Chaand,Darshan Raval,,,2016-02-15,53,322809,0,0.583,0.45,-7.218,0.0292,0.364,0.00166,0.141,5,0.217,92.043,4,0
530558,2Hu0FRBMFDmEhajRzvNN6T,Halka Halka,Rahat Fateh Ali Khan,Abhijit Vaghani,Nusrat Fateh Ali Khan,2016-12-02,53,273215,0,0.626,0.695,-4.446,0.0319,0.396,0.0,0.308,2,0.469,115.051,4,1
530562,4M513o3dSYspKeT6UNJpcx,Ishq Mubarak,Arijit Singh,,,2016-10-20,53,296600,0,0.48,0.736,-6.477,0.0363,0.424,3.92e-06,0.128,0,0.642,93.944,4,0
530605,4xd8fO9NUlWWrEH2dTo3ma,"Thuli Thuli (From ""Paiya"")",Yuvan Shankar Raja,Haricharan,Tanvi Shah,2016-07-29,50,283347,0,0.709,0.528,-7.429,0.0309,0.256,0.00189,0.112,7,0.649,91.999,4,0
530626,4mYrbFGkk5u3bnDhTj0jAO,Raatein,Jasleen Royal,,,2016-10-07,48,225875,0,0.653,0.401,-12.029,0.0279,0.893,0.143,0.109,5,0.311,129.988,4,1
530708,2q9zirZig69SLYK0gwi2pJ,Haal - E - Dil (Female),Neeti Mohan,,,2016-01-07,44,324000,0,0.668,0.477,-4.781,0.0308,0.379,0.000101,0.0919,5,0.322,127.961,4,1
530812,0l6g8Z8mqGbGXFOjigYetD,Hawayein,Pritam,Arijit Singh,,2017-08-03,60,289999,0,0.606,0.601,-5.576,0.0283,0.796,0.000511,0.127,2,0.453,125.961,4,1
530966,4ldmtahkP7zHVgRGG4AN77,Umbrella,Rae Martin,Ember Island,,2017-08-15,55,237009,0,0.529,0.687,-6.063,0.0581,0.047,0.0318,0.437,1,0.346,158.112,4,1
531028,5CR0wsdb64LimwxRcrxtsG,Kaagadada Doniyalli,Vasuki Vaibhav,,,2017-01-20,43,207702,0,0.683,0.682,-4.682,0.0324,0.372,1.92e-06,0.118,5,0.456,120.996,4,0
531044,0JBhoxPKHJc1ZeJrjSt0VO,Tera Ghata,Gajendra Verma,,,2018-06-24,64,254174,0,0.718,0.573,-7.309,0.0451,0.458,0.00533,0.0953,1,0.686,180.043,4,0
531132,3JbIyrSNumxS5LHpAvLYF5,Brown Rang,Yo Yo Honey Singh,,,2018-07-10,54,211394,0,0.804,0.902,-3.067,0.0846,0.265,0.000413,0.0651,11,0.72,155.98,4,0
531168,6kekHWEQ4SyMe5EjYAlveP,High On Love,Yuvan Shankar Raja,Sid Sriram,,2018-02-14,54,240169,0,0.627,0.779,-4.944,0.0392,0.214,9.34e-06,0.112,4,0.619,149.929,4,0
531222,01d8tSqJUrPlK1l8FwgsCF,Soorma Anthem,Shankar-Ehsaan-Loy,Shankar Mahadevan,,2018-07-03,50,251992,0,0.723,0.666,-7.028,0.0274,0.046,0.0,0.106,7,0.117,113.99,4,0
531295,2tjWCe2W7sgvS3C8NHcdtI,"Duniyaa (From ""Luka Chuppi"")",Akhil,Dhvani Bhanushali,Abhijit Vaghani,2019-02-22,68,222501,0,0.435,0.658,-5.949,0.0368,0.699,0.0,0.125,7,0.524,77.17,4,0
531313,28veUNu4veN0LOBVa0nFw8,"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,Parampara Tandon,Tanishk Bagchi,2019-12-21,65,176125,0,0.804,0.913,-3.135,0.0933,0.0248,2.84e-05,0.391,0,0.544,119.993,4,1
531354,0ydyIEJ02X3kcZ6Bop6sHO,Sohne Lagde,Sidhu Moose Wala,The PropheC,,2019-07-15,61,209453,0,0.589,0.716,-5.651,0.145,0.354,0.0,0.109,2,0.327,84.384,4,0
531429,22qqToXc5l7Wkh9GcVTcet,Tera Baap Aaya,Farhad Bhiwandiwala,,,2019-11-05,55,164979,0,0.7,0.91,-4.993,0.193,0.139,1.26e-05,0.307,2,0.788,159.968,4,1
531544,3PdKlt7WAfZQbP2WXS8J34,Thaarapadhamaake,Shaan Rahman,Prarthana Indrajith,,2019-11-01,51,136500,0,0.315,0.0659,-17.045,0.0335,0.966,0.000201,0.105,6,0.0724,74.76,3,1
531550,5s727A4OsVB8vG8eBo2D0s,Elefante,NK,,,2019-10-25,58,161917,0,0.894,0.702,-4.098,0.164,0.203,0.000205,0.268,2,0.307,90.01,4,1
531588,2YRsjPZmCmyTrXhf4e4U55,Petrol (2019 - Remaster),Ash,,,2020-02-14,0,250371,0,0.4,0.93,-2.496,0.0788,0.145,0.735,0.106,4,0.62,151.301,4,1
531623,64r6z0P3RnhpTGdkA7p5Os,Ek Tarfa,Darshan Raval,,,2020-07-16,67,234375,0,0.48,0.615,-6.006,0.0328,0.547,0.0,0.139,2,0.33,79.948,4,0
531660,1C9SYGI40nNYh98gN87Fwr,Nee Kannu Neeli Samudram - Telugu,Javed Ali,Devi Sri Prasad,,2020-03-02,63,312375,0,0.809,0.665,-5.495,0.036,0.469,1.08e-05,0.153,5,0.959,140.96,3,1
531681,0UZLaEOSIc5kg0cc7eszqC,Manjha,Vishal Mishra,,,2020-03-17,62,191647,0,0.524,0.515,-7.478,0.0427,0.674,0.0,0.104,11,0.368,169.882,4,0
531791,7MiveRjPDBQclQPTHVBKgg,Kya Karu ?,Millind Gaba,Parampara Tandon,Music Mg,2020-10-13,56,194305,0,0.906,0.613,-3.474,0.0888,0.326,0.0,0.106,0,0.685,97.053,4,0
532045,307BqVCrzBeXxxqivqg2Bn,"Violin Sonata in E Major, BWV 1016: II. Allegro",Johann Sebastian Bach,Isaac Stern,,1954-01-01,0,190693,0,0.536,0.386,-13.37,0.0541,0.988,0.182,0.264,1,0.776,92.795,4,0
532048,6DjDeyv4YtHQDZQQ4a2Ix0,"Violin Sonata in E Major, BWV 1016: I. Adagio",Johann Sebastian Bach,Isaac Stern,,1954-01-01,0,342827,0,0.177,0.177,-18.151,0.0401,0.984,0.22,0.3,4,0.24,98.553,4,1
532132,3XgKc7DHZ0d3UZg5MUFEKO,Interlude,Stan Kenton,,,1956-01-01,6,184240,0,0.509,0.131,-17.312,0.0415,0.973,0.892,0.106,1,0.0884,78.801,4,1
532313,128MUWJUIlu37Hw0Zy3vev,Hukilau,Charles Kaipo,,,1962-01-01,7,127093,0,0.758,0.261,-13.379,0.0656,0.878,0.0,0.097,0,0.458,125.4,4,1
532331,4GvEjlnM1CFOetqWXH5Yok,"Toccata in C Major, Op. 7",Robert Schumann,Vladimir Horowitz,,1962-01-01,2,380093,0,0.304,0.183,-21.523,0.036,0.989,0.898,0.175,0,0.494,123.478,4,1
532387,36sKhzHx6uzWfHmNaOHef2,"Příjemný Způsob, Jak Strávit Večer",Orchestr Karla Vlacha,Karel Vlach,Sbor Lubomíra Pánka,1964-01-01,0,203414,0,0.455,0.342,-6.928,0.0312,0.792,0.153,0.144,8,0.65,123.837,4,1
532410,7dcDup5unr4KtsTmFUcD4O,Panama Rag,Pražský dixieland,,,1965-01-01,1,144870,0,0.767,0.46,-10.794,0.0773,0.915,0.909,0.186,3,0.964,113.025,4,1
532580,5MSKYAVHUIedtNd7MvcT6F,Nelly Bly,KTO,,,1971-01-01,3,146787,0,0.637,0.728,-7.362,0.0311,0.374,3.47e-06,0.296,0,0.956,129.02,4,1
532588,0eE7AFA5Gz3uk78omdwHSC,Pohľad na Seinu - Instrumental,Laco Déczi,,,1971-01-01,3,135960,0,0.399,0.215,-10.173,0.0313,0.978,0.911,0.13,0,0.2,74.684,4,1
532594,79IcFoQB1n36XrBPWhmf46,You go to my head - Instrumental,Laco Déczi,,,1971-01-01,2,164080,0,0.351,0.328,-6.987,0.0301,0.982,0.857,0.13,5,0.262,75.446,4,0
532666,1cAoYqG5QVFcsqvjnsZoEB,"Die Entführung aus dem Serail, K.384 / Act 3: ""Nie werd' ich deine Huld verkennen"" - ""Bassa Selim lebe lange""",Wolfgang Amadeus Mozart,Arleen Auger,Reri Grist,1974-01-01,7,350773,0,0.362,0.33,-14.081,0.103,0.97,4.82e-05,0.127,5,0.324,151.3,4,1
532680,7pXIOy5eYpDTOMUM79hzaz,Vůně Benzínu,Olympic,,,1974-01-01,3,262533,0,0.613,0.406,-14.245,0.178,0.0613,0.000624,0.074,9,0.718,146.309,4,1
532900,5VanRt9XmgVxwLgx1E7GtB,Planeta Hieronyma Bosche I,Progres 2,,,1980-01-01,13,280573,0,0.321,0.674,-8.38,0.103,0.00685,0.00065,0.646,4,0.138,123.772,4,0
533017,4CbGPtrszMusDgZNDE5K6q,Kdo Jsem?,Progres 2,,,1982-01-01,7,249928,0,0.328,0.461,-10.22,0.0428,0.839,0.0699,0.215,9,0.159,118.51,3,1
533027,3e3VIUmdNyUa7IFJxUjvC9,4th Chakra / Anahata,David & Steve Gordon,,,1982-01-01,20,351107,0,0.586,0.244,-18.181,0.0487,0.271,0.731,0.182,2,0.141,160.056,4,0
533047,5ckvoKMckFiII9erSP0Nz4,Světla Dostavníku,Greenhorns,,,1982-01-01,4,214533,0,0.579,0.365,-15.162,0.0477,0.335,1.17e-06,0.0873,2,0.579,133.158,4,0
533262,726LQnBoL7betoNLlVEk7Q,"Píši Vám, Karino",Lubos Pospisil,,,1986-01-01,14,218627,0,0.467,0.755,-6.595,0.0371,0.0399,0.0,0.474,2,0.638,87.943,4,1
533287,26uVTO2oNHWgaf9Wrfn0kn,Případ Nudisty Bédi Šulisty - Live,Ivo Jahelka,,,1986-01-01,8,184608,0,0.591,0.274,-16.67,0.486,0.939,0.0,0.786,6,0.776,101.146,3,1
533294,6SM6ijIsggj0S6aQN14IZT,Případ Hudebního Vojína - Live,Ivo Jahelka,,,1986-01-01,7,209472,0,0.673,0.258,-17.087,0.679,0.896,0.0,0.923,9,0.705,123.052,4,1
533349,0RraY4mP8uRYVAECQ8c81v,Zvon Dál Tu Zní,Žalman & spol.,,,1987-01-01,14,174573,0,0.264,0.268,-15.697,0.0294,0.686,7.12e-06,0.108,0,0.196,142.778,4,1
533386,47kgJjEAOXlq58Qi2vi6PX,Klub Osamělých Srdcí,Lubos Pospisil,,,1987-01-01,6,138960,0,0.353,0.403,-10.381,0.0309,0.661,4.83e-05,0.126,0,0.172,152.32,3,1
533539,17WeV4YXTjr7T0kuQWLyA3,Hodonínská,Moravanka Jana Slabáka,,,1989-01-01,9,150200,0,0.642,0.41,-13.53,0.0556,0.958,0.931,0.176,3,0.811,121.27,4,1
533602,18v31X1dK91vwpJKFgys2S,"Bílá, Bílá",Hoboes,,,1990-01-01,8,115227,0,0.719,0.228,-18.774,0.0486,0.822,0.0,0.0897,0,0.897,115.223,4,1
533923,7EfNIjvgwbFLwDE4A25ZPw,Prátelé Stárnou - Live,Kabát,,,1992-01-01,9,179733,0,0.357,0.909,-9.881,0.117,0.00138,0.0,0.695,7,0.384,108.838,4,0
533961,5KBaAjJmse2eGfUuqldlfX,Lidojedi,Tři Sestry,,,1993-01-01,21,175067,0,0.329,0.846,-7.635,0.0335,0.0187,0.0,0.131,7,0.879,178.983,4,1
533976,432aoCDsOADS2jXQbYWfaL,Kleš,E!E,,,1993-06-01,16,200040,0,0.517,0.544,-14.108,0.0536,0.012,0.0,0.053,4,0.968,133.815,4,1
534078,3xzgGINZmToJM1l6W7Dpki,Bicykl,Rangers,,,1994-01-01,11,220507,0,0.733,0.412,-15.577,0.045,0.512,0.0,0.0638,0,0.864,96.443,4,1
534098,7HUZL3n8zsPfEtw6ukP5ik,Možnosti Tu Sou...,Monika Načeva,Michal Pavlíček,,1994-01-01,10,291227,0,0.594,0.774,-7.97,0.039,0.00349,0.000439,0.0731,11,0.636,136.303,4,1
534139,4lfJvIxUyPoDCQnlRIMujP,Voda Se Neutopí,Bratři Ebenové,,,1995-01-01,14,166800,0,0.425,0.256,-12.537,0.0464,0.895,0.000345,0.183,0,0.605,171.679,3,1
534206,7d9psACuGoMxmrqzjXxRlN,Hany,Hana Zagorová,Voice-mix Ludmily Nopové,Orchestr Karla Vágnera,1995-09-08,10,306133,0,0.404,0.339,-11.468,0.0765,0.386,1.02e-05,0.255,10,0.397,81.859,4,0
534209,1RlKmGPdDrSPW7ZlIo5gK9,O Strašlivé vojně s turkem,Tři Sestry,,,1995-05-08,9,165067,0,0.536,0.883,-9.041,0.0323,0.0222,0.0,0.211,7,0.823,115.669,4,1
534239,7KvgX3jjQtXLedMXGJTB4D,Muzikantova Písnička,Ladislav Pešek,,,1996-01-01,19,208067,0,0.379,0.142,-14.128,0.037,0.928,0.00551,0.0758,2,0.342,127.893,4,1
534249,4BuhLR5SvfnHnOgWDmuwl4,To Jsme My,Arakain,,,1996-02-19,18,245600,0,0.573,0.827,-6.11,0.037,0.000192,3.53e-05,0.394,11,0.549,119.968,4,1
534397,5X7LrtGciVZHRT3vVYExqf,Pojd,Priessnitz,,,1997-01-01,14,252912,0,0.364,0.684,-5.361,0.0367,0.238,0.839,0.13,0,0.198,82.243,4,1
534519,14eyzxnYn8OMWUUXtbPh19,Jako zlej sen,Lunetic,,,1998-07-01,12,263093,0,0.672,0.518,-8.735,0.024,0.522,0.0,0.0826,1,0.582,82.495,3,1
534636,1tGyoYfQeqAk4H2pGy8zfc,Tvá Odvrácená Tvář,Citron,,,1999-09-06,13,195360,0,0.508,0.874,-6.429,0.0403,0.00129,0.000717,0.295,0,0.517,128.034,4,1
534654,1rgglTID0NxNrdYZIxrvWs,Happy music,Chinaski,,,1999-01-01,12,214427,0,0.857,0.658,-8.667,0.0527,0.00637,0.0176,0.354,7,0.811,120.03,4,1
534658,4iIFo0gtHMxKnXNajgDA2w,Rikatádo,KTO,,,1999-08-29,13,187987,0,0.645,0.521,-10.489,0.0328,0.0782,0.000121,0.183,7,0.882,129.814,4,1
534679,6aufQGB0fTjLZafaEA6jp2,To Be Alive,Def Leppard,,,1999-06-08,34,232698,0,0.438,0.621,-8.414,0.0358,0.0614,0.0,0.17,0,0.235,148.171,4,1
534697,1TcmE1X9S6wWNPfnDJPG3c,Brouk,DIVOKEJ BILL,,,2000-01-01,31,208133,1,0.511,0.955,-6.511,0.0926,0.0143,0.00292,0.139,7,0.845,173.093,3,1
534795,56Z5JkKu8tOnS0D4zqwDji,Kdyz je v Praze hic,Deda Mladek Illegal Band,,,2001-01-01,21,114800,0,0.698,0.936,-6.579,0.0769,0.22,1.5e-05,0.0682,0,0.967,144.352,4,1
534865,6hLbvYIg4WBBdlBScVOteD,Jsem Bos,Daniel Nekonecny,Sum Svistu,,2002-12-06,18,184787,0,0.738,0.916,-6.851,0.101,0.0788,1.52e-06,0.0557,9,0.603,132.123,4,0
534892,3iJIx3H9WyqsbQCkM94rqh,Sedmkrát,Black Milk,,,2003-01-01,28,220147,0,0.735,0.805,-7.461,0.0743,0.012,2.9e-06,0.216,7,0.796,119.983,4,0
535112,0nwH3e5B8s3zlkwj35DWxw,Ptacata,Brontosauri,,,2005-01-01,20,129800,0,0.474,0.373,-9.485,0.0289,0.577,0.0,0.119,7,0.368,97.491,4,1
535266,0TbreDTczHh9IZXCjOTB5V,Kdyz po tobe jdou,Ales Brichta,,,2007-03-26,23,206440,0,0.5,0.896,-5.609,0.0617,0.0013,0.0,0.265,0,0.558,130.029,4,1
535287,6mKrpqNYEzSFvDLTxjS8Oe,7 dostavniku,Walda Gang,,,2007-06-15,21,187200,0,0.523,0.933,-6.73,0.0532,0.00128,0.00672,0.365,6,0.772,134.057,4,0
535409,1bIzbHEhPMN2VdGGZj73gl,Sviti slunce nad hlavou,Jiří Korn,,,2009-05-15,25,81467,0,0.313,0.625,-5.876,0.0805,0.711,0.0,0.207,8,0.907,186.06,4,1
535526,1EJ5MYPs8avtJSmzLLhby2,Kdo neskace neni Sved,Kabát,,,2010-12-10,25,148187,0,0.615,0.956,-2.557,0.0756,0.0434,0.0,0.147,10,0.631,128.052,4,1
535533,4kWcD1pJkpFHmhujPGmJUw,Kapela na snure,Wohnout,,,2010-09-17,23,192547,0,0.63,0.726,-8.521,0.0614,0.00907,1.23e-05,0.295,8,0.623,136.044,4,1
535569,6ljYSc2fSTrhycppIpdh3F,Padak,Wohnout,,,2011-06-16,29,208973,0,0.672,0.828,-7.375,0.0481,0.0188,1.62e-05,0.0897,0,0.769,140.015,4,0
535592,64ImPgKQZnPb3tba0unR8C,Neodolatelná,Skwor,,,2011-03-18,27,154400,0,0.556,0.928,-3.646,0.046,0.000772,0.0,0.11,3,0.56,139.984,4,0
535625,2JsUYA3oZo7GRltl6SCNe8,Sex S Ex,Marek Ztraceny,,,2012-10-24,39,185077,0,0.537,0.591,-4.613,0.0419,0.0157,0.0,0.112,9,0.57,151.992,4,1
535724,25Ejaq4FZVgvFefZEFq3NO,Baby,Eddie Stoilow,,,2013-12-09,32,208250,0,0.584,0.631,-6.729,0.0304,0.00403,0.0,0.419,0,0.305,88.104,4,1
535746,0UWqDzavXVVwbeYRatd5lq,"Lovec, strelec, doktor a vedec",Lucie,,,2013-01-01,31,161013,0,0.57,0.951,-4.74,0.0548,0.00173,0.0,0.432,9,0.617,97.856,4,1
535795,64dxteDMKIDPtxbyp2hTDu,Blues,Katapult,,,2013-05-03,27,190440,0,0.547,0.663,-7.761,0.027,0.0869,2.59e-06,0.0888,2,0.748,124.229,4,1
535813,3dfy0oASgsTnPSBKqsNwst,In the Corner of My Mind,Atlas Kind,,,2014-06-13,36,119540,0,0.343,0.0577,-19.832,0.0355,0.985,0.846,0.093,7,0.363,79.689,5,1
535826,2EadNtMlpFIVWvBsNASNJW,Každý Ráno,Chinaski,,,2014-10-31,31,241195,0,0.563,0.665,-5.84,0.0294,0.00592,0.0,0.102,8,0.186,120.092,4,1
535868,1WtelLH568F9jgoA0erMAF,Money,Ben Cristovao,DeliK,,2014-03-13,29,163069,0,0.701,0.768,-7.08,0.149,0.017,0.0,0.119,2,0.785,83.033,4,1
535903,4T9QwozhaAPPkY7PhYsHzM,Máme Tu Problém,Skwor,,,2015-10-02,40,172667,0,0.62,0.532,-7.003,0.0281,0.536,0.0,0.388,6,0.396,119.921,4,1
535986,3m73EDjhxnSei7vbISnhTv,Ani K Stáru,Jaroslav Uhlír,Zdeněk Svěrák,,2016-10-27,37,144213,0,0.483,0.518,-12.061,0.0389,0.239,4.6e-06,0.21,0,0.641,138.851,4,1
536104,3aLJJZnUafvnmqKfroyjuZ,Suka bljať,Michajlov,,,2017-06-08,38,186174,1,0.788,0.939,-2.056,0.274,0.171,0.0,0.232,4,0.778,83.005,4,0
536138,2XKpEtHwo6soAhRfVt8WJ6,Med,Calin,,,2017-04-15,33,135752,1,0.668,0.321,-9.63,0.0698,0.792,0.0,0.112,3,0.266,76.341,4,0
536146,0T5jmrsHOyQszMTzAnhXJP,Kostry,Viktor Sheen,RNZ,,2017-09-06,33,231694,1,0.664,0.681,-8.479,0.273,0.243,3.52e-06,0.0862,1,0.235,144.898,4,1
536153,6RXhZWSUQEQYDUTNpPjyB2,To Se Mi Líbí,Marek Ztraceny,,,2018-06-08,44,204533,0,0.903,0.628,-5.076,0.0328,0.211,0.0,0.146,4,0.931,108.007,4,1
536219,7twLB5yz3mTwSxV5o9e15z,Spliff,Psycho Rhyme,,,2018-09-21,36,217391,0,0.634,0.491,-8.571,0.209,0.104,0.0,0.336,6,0.243,159.134,4,0
536246,6YsCRfIGE5DekAHwPeSLSR,POJĎ KE MNĚ BLÍŽ,Mirai,Ben Cristovao,,2019-09-24,47,245400,0,0.657,0.775,-4.824,0.0415,0.0416,0.0,0.0767,6,0.524,100.004,4,0
536291,242pPTqWRyfaEcpnsg3MUD,Generace Velkejch Snů,Marpo,Troublegang,,2019-11-26,39,265243,1,0.578,0.935,-4.888,0.134,0.0172,0.0,0.203,9,0.113,160.006,4,1
536293,1qGztCmaQqkgbsSUBs4ff0,Naděje (feat. Václav Rouček),STEIN27,Václav Rouček,,2019-11-01,39,275410,0,0.707,0.594,-9.836,0.0375,0.224,0.00302,0.096,7,0.413,121.955,4,1
536401,2TDoneAkT9o288m0Z96fRQ,Easy Easy,Reginald,Sofian Medjmedj,,2020-04-17,43,175776,0,0.663,0.701,-6.719,0.163,0.507,4.8e-06,0.113,11,0.444,199.919,4,0
536409,6fb0vs074TkEOfEiyD3KeE,Descent,STEIN27,,,2020-08-21,43,212800,1,0.68,0.561,-8.093,0.185,0.428,0.0,0.161,10,0.531,149.979,3,0
536586,7J5agXTyx1SQf77c87UVdJ,Kadar Meri Jane Na,Asha Bhosle,Shamshad Begum,,1956-12-01,2,198280,0,0.685,0.537,-10.192,0.226,0.563,3.56e-06,0.0419,3,0.885,109.335,4,1
536593,3GQnIiSQEUaaLcZUIAPy4g,Chappar Phad Ke Deta Hai,Kishore Kumar,,,1956-12-31,1,371000,0,0.569,0.481,-11.798,0.582,0.981,0.328,0.343,1,0.672,110.897,4,0
536677,60q2fBhBVbtCk48mWLR5F9,Meri Jaa Meri Jaan,Lata Mangeshkar,,,1958-12-31,2,190417,0,0.429,0.445,-8.45,0.191,0.979,0.0232,0.138,1,0.903,176.152,4,1
536751,1dBxZ6h75A3BDJB5T90Flx,Main Ne Shayad Tumhen Pehle Bhi,Mohammed Rafi,,,1960-01-01,9,225344,0,0.498,0.345,-8.707,0.0428,0.596,3.9e-06,0.392,5,0.328,102.313,4,1
536761,3ULhQbJRYVZruYozjME9uw,"Saranga Teri Yaad Mein, Pt. 2",Mukesh,,,1960-12-31,9,306533,0,0.277,0.316,-13.769,0.0378,0.937,0.000659,0.136,0,0.396,125.513,4,1
536777,5Qizobv1X0VXLUSYyDHgKL,Yeh Lucknow Ki Sar Zameen,Mohammed Rafi,,,1960-12-01,5,218533,0,0.457,0.44,-6.94,0.0595,0.646,5.97e-05,0.108,6,0.532,139.756,3,1
